"grant_name","AGRI","ARTS","BIOC","CENG","CHEM","COMP","DENT","EART","ENER","ENGI","ENVI","IMMU","MATE","MATH","MEDI","MULT","NEUR","NURS","PHAR","PHYS","PSYC","SOCI","VETE"
"Department of Science and Technology, Government of Rajasthan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0
"European Research Council",1,0,4,0,0,0,0,2,0,0,0,6,0,0,4,1,1,0,0,29,0,0,0
"Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"Fundació Catalana de Trasplantament",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"European Regional Development Fund",2,0,5,0,0,0,0,0,0,1,1,4,1,0,2,0,2,0,2,37,0,0,1
"Federación Española de Enfermedades Raras",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"Fundacja na rzecz Nauki Polskiej",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"Fonds De La Recherche Scientifique - FNRS",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37,0,0,0
"Fonds pour la Formation à la Recherche dans l’Industrie et dans l’Agriculture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"Austrian Science Fund",0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,35,0,0,0
"General Secretariat for Research and Technology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"Helmholtz Association",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"Agentschap voor Innovatie door Wetenschap en Technologie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
"Horizon 2020",0,0,4,1,4,1,0,0,0,0,0,0,0,0,4,0,2,0,0,13,0,0,0
"Instituto Nazionale di Fisica Nucleare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
"Institute for Research in Fundamental Sciences",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"Joint Institute for Nuclear Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"Ministry of Business, Innovation and Employment",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"State Key Laboratory of Materials- Oriented Chemical Engineering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Ministry of Education and Science",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"Ministerstwo Nauki i Szkolnictwa Wyższego",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"Ministry of Science ICT and Future Planning",0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0,0
"Magyar Tudományos Akadémia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"Ministerstvo Školství, Mládeže a Tělovýchovy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"National Academy of Sciences of Ukraine",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0
"Narodowym Centrum Nauki",0,0,0,0,0,5,0,1,0,1,0,0,0,4,0,4,0,0,0,3,0,0,0
"National Science Council",0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0
"National Stroke Foundation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0,0,0
"Pakistan Atomic Energy Commission",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"Russian Foundation for Basic Research",16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0
"State Atomic Energy Corporation ROSATOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"Research Promotion Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
"Secretaría de Estado de Investigación, Desarrollo e Innovación",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"Secretaría de Educación Superior, Ciencia, Tecnología e Innovación",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"State Fund for Fundamental Research of Ukraine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"Science and Technology Facilities Council",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,38,0,0,0
"Türkiye Bilimsel ve Teknolojik Araştirma Kurumu",0,0,1,0,4,0,0,0,0,0,2,1,1,0,1,0,0,0,0,18,0,0,0
"Univerza v Mariboru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"Ministry of Education, Culture, Sports, Science and Technology",6,0,12,4,10,4,4,0,1,8,10,4,9,0,13,0,1,0,2,8,0,2,1
"Ministry of Education, Youth and Science",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0
"Országos Tudományos Kutatási Alapprogramok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"Faculty of Medicine, Prince of Songkla University",2,0,5,0,1,1,0,0,0,0,0,3,0,6,15,1,0,0,3,1,0,1,0
"Deutsche Forschungsgemeinschaft",5,0,8,2,3,0,0,0,0,1,1,3,4,2,7,2,1,0,0,17,0,0,0
"Khon Kaen University",19,0,9,5,10,6,3,0,0,11,19,4,15,0,23,4,0,0,7,9,1,1,0
"Tianjin Science and Technology Committee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"National Institute for Health Research",0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0
"Belgorod National Research University",1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0
"Korea Forest Service",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Thailand Science Park",0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,0
"Ministerio de Economía y Competitividad",2,0,2,1,1,0,0,0,0,0,1,7,0,1,0,0,2,0,0,1,0,1,0
"SCG Chemicals",0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0
"Mahasarakham University",5,0,4,1,4,5,0,1,0,3,1,0,7,1,1,0,0,0,1,3,0,0,2
"Ministry of Higher Education, Malaysia",6,0,1,1,6,3,0,1,3,1,2,2,6,0,2,0,1,0,2,2,0,1,1
"Universiti Putra Malaysia",3,0,2,3,6,0,0,0,0,0,2,2,1,0,1,1,0,0,2,0,0,0,1
"National Metal and Materials Technology Center",0,0,1,1,5,1,1,0,6,6,4,0,10,5,0,0,2,0,0,2,0,0,0
"Karl-Franzens-Universität Graz",0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sveriges Lantbruksuniversitet",2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Japan Science and Technology Agency",5,0,6,7,14,2,0,1,6,24,8,2,26,0,1,0,0,0,0,7,0,0,0
"Science and Technology Research Partnership for Sustainable Development",2,0,1,0,0,0,0,0,0,25,9,5,0,0,0,1,0,0,0,0,0,0,0
"Natural Environment Research Council",1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
"Leverhulme Trust",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Centre National de la Recherche Scientifique",0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0
"Canada Excellence Research Chairs, Government of Canada",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Physicians' Services Incorporated Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"Silpakorn University",1,0,3,2,2,0,0,0,4,11,3,1,6,2,0,0,0,0,3,5,0,0,0
"Japan Science Society",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"University of Tokyo",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0
"Burapha University",1,1,6,1,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2,1,3
"Faculty of Science, Mahidol University",2,0,18,3,16,2,0,1,0,6,2,8,5,2,12,5,0,0,5,0,0,0,0
"Københavns Universitet",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"University Grants Commission",2,0,0,0,4,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
"Medical Engineering Centre, King’s College London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Crown Property Bureau",1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,3,0,0,0,0,0,0
"Department for International Development",0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
"Centre of Excellence in Plant Energy Biology, Australian Research Council",2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,0
"Ministère de la Santé",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"Kyoto University",1,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
"International Spinal Research Trust",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"Council of Scientific and Industrial Research",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"Narodowe Centrum Nauki",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,3,1,2,0
"Ministry for Business Innovation and Employment",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"SFU Community Trust Endowment Fund",1,0,2,1,0,0,0,0,1,0,4,0,0,0,3,3,0,0,0,0,0,0,1
"Faculty of Veterinary Medicine, Cairo University",1,0,4,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0
"Starmed",1,0,1,0,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Higher Education Commission, Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Walailak University",4,0,3,4,11,4,0,0,0,3,2,0,3,3,0,5,1,2,4,2,0,0,2
"Meijo University",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nanyang Technological University",1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Universidad Autónoma de San Luis Potosí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Department of Science and Technology, Government of West Bengal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"Isfahan University of Technology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Ministry of Education, Science and Technology",2,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"Ministry of Science, ICT and Future Planning",0,0,0,0,2,0,0,0,1,1,0,0,6,0,1,0,0,0,0,18,0,0,0
"Danish e-Infrastructure Cooperation",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"King Mongkut's University of Technology North Bangkok",3,0,6,5,6,11,0,6,0,7,3,0,5,2,0,1,0,0,1,5,0,0,0
"Department of Agriculture, Australian Government",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Universiti Malaysia Pahang",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Agricultural Research Development Agency",29,0,10,2,5,2,0,1,1,1,1,9,5,0,11,4,0,2,5,3,0,2,13
"Grantová Agentura České Republiky",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Ministerstvo Zemědělství",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Royal Society",5,0,1,0,0,0,4,0,0,0,3,1,0,0,4,5,1,0,0,3,0,1,1
"Secretaria Nacional de Ciencia y Tecnología",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Srinakharinwirot University",2,0,1,2,7,0,0,1,1,5,2,0,2,1,0,0,0,0,0,1,0,0,1
"Commissariat à l'Énergie Atomique et aux Énergies Alternatives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"Helmholtz-Gemeinschaft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"Instituto Politécnico de Macau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ministério da Educação",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Ministry of Education, Ethiopia",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Foundation for Promotion of Material Science and Technology of Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Norsk Sykepleierforbund",0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
"Russian Academy of Sciences",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Thai Health Promotion Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0
"Lundbeckfonden",0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rangsit University",0,0,1,0,1,0,2,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0
"Ministry of Science and Technology",3,0,2,6,4,0,0,0,0,1,2,1,4,0,4,0,0,1,0,1,0,0,0
"University of Liverpool",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Natural Sciences and Engineering Research Council of Canada",3,0,0,2,1,0,0,0,4,5,1,0,4,1,0,0,0,0,0,0,0,1,0
"National Health and Medical Research Council",1,0,8,0,0,0,0,0,0,0,0,4,0,0,44,1,5,1,7,0,3,0,1
"Carbon Trust",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kempestiftelserna",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Knut och Alice Wallenbergs Stiftelse",5,0,3,1,3,2,0,0,0,4,4,0,5,5,0,1,0,0,0,4,0,0,0
"Svenska Forskningsrådet Formas",1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"VINNOVA",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AllerGen",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Departamento de Ingeniería Mecánica, Universidad de Chile",0,0,0,2,1,1,0,1,2,2,1,0,2,0,0,0,0,0,0,2,0,0,0
"Lunds Tekniska Högskola, Lunds universitet",0,0,0,2,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0
"Vedecká Grantová Agentúra MŠVVaŠ SR a SAV",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0
"Nanjing University of Information Science and Technology",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Ministry of Higher Education",3,0,1,1,0,0,0,0,3,1,6,4,1,0,1,0,0,0,0,2,0,0,0
"Chinese Medical Association",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Department of Education of Liaoning Province",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"York University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"King Mongkut's University of Technology Thonburi",0,0,7,3,9,7,0,5,4,11,14,0,7,0,2,1,0,0,0,5,0,1,0
"Faculty of Public Health, Mahidol University",0,0,4,2,16,2,0,0,3,2,0,1,3,0,3,0,0,0,3,1,0,0,0
"Natural Science Foundation of Hubei Province",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"Canadian Association of Thoracic Surgeons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bundesministerium für Bildung und Forschung",2,0,2,0,2,2,0,0,0,0,1,2,2,1,2,0,0,0,0,16,0,0,0
"Eesti Teadusagentuur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
"Eidgenössische Technische Hochschule Zürich",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0
"Fundação para a Ciência e a Tecnologia",1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,18,0,0,0
"Hrvatska Zaklada za Znanost",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lietuvos Moksl Akademija",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Ministry of Education and Science of the Russian Federation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ministry of Science and Technology of the People's Republic of China",0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,16,0,0,0
"Ministarstvo Znanosti, Obrazovanja i Sporta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Opetus- ja Kulttuuriministeriö",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Paul Scherrer Institut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Science Foundation Ireland",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0
"Universiti Malaya",2,0,3,0,4,0,0,0,0,0,1,0,4,0,0,1,0,0,0,19,0,0,0
"Utbildningsdepartementet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Gonville and Caius College, University of Cambridge",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Innes Foundation",2,0,4,2,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Griffith University",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland University of Technology",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Commission on Higher Education",0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"European Southern Observatory",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Korea Astronomy and Space Science Institute",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"National Institutes of Natural Sciences",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Instytut Farmakologii, Polskiej Akademii Nauk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Economic and Social Research Council",0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,2,1,0
"University of Bristol",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"National Research Foundation Singapore",1,1,7,0,1,2,0,8,0,1,2,3,0,2,1,1,0,0,0,2,0,1,0
"Ministry of Education - Singapore",0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"International Centre for Genetic Engineering and Biotechnology",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polska Akademia Nauk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Department of Education, Employment and Workplace Relations, Australian Government",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jichi Medical University",0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Cosmetology Research Foundation",0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Uppsala Universitet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Construction Industry Research Institute of Malaysia",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Kasetsart University Research and Development Institute",15,0,3,3,3,0,0,5,0,6,10,6,6,0,7,0,0,0,2,7,0,2,4
"Chongqing Youth Science and Technology Talent Training Project",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agence Nationale de la Recherche",6,0,0,0,0,0,0,1,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0
"Toagosei",1,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Nederlands Instituut voor Onderzoek van de Gezondheidszorg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center of Innovation Program",0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Ministry of Internal Affairs and Communications",0,0,0,0,0,3,0,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0,0
"Jawaharlal Institute Of Postgraduate Medical Education and Research",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vrije Universiteit Amsterdam",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Energy Research Institute, Nanyang Technological University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Economic and Social Research Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASELSAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Chulabhorn Research Institute",0,0,8,2,3,0,0,0,0,0,16,5,2,0,1,0,0,0,0,1,0,0,0
"Engineering and Physical Sciences Research Council",2,0,1,0,2,1,0,1,1,2,3,0,5,3,0,1,0,0,1,1,0,0,0
"Energimyndigheten",3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kao Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"National Research Council of Science and Technology",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"Royal Golden Jubilee (RGJ) Ph.D. Programme",24,0,24,7,19,1,0,3,8,6,8,17,18,1,9,9,2,1,8,6,0,2,9
"International AIDS Society",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0
"Kyungpook National University",0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0
"LEO Pharma Research Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Novo Nordisk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Department of Health & Social Care",1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
"National Center of Neurology and Psychiatry",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Arthur und Aenne Feindt Stiftung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ministério da Saúde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Myer Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Health Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Forskningsrådet för Arbetsliv och Socialvetenskap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vetenskapsrådet",1,1,1,2,5,3,0,2,7,10,5,1,20,6,4,3,0,0,0,8,0,1,0
"Fundação de Amparo à Pesquisa do Estado de Minas Gerais",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"China Medical University Hospital",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Department of Health, Australian Government",2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
"University of Oxford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Canadian Institutes of Health Research",0,0,1,1,4,1,0,0,0,0,0,1,0,0,9,1,0,0,0,0,2,0,0
"Programme Grants for Applied Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Svenska Läkaresällskapet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Stiftelsen för Kunskaps- och Kompetensutveckling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Royal Swedish Academy of Sciences",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Core Research for Evolutional Science and Technology",2,0,5,0,1,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0
"Universiti Kebangsaan Malaysia",0,0,1,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"National High-tech Research and Development Program",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southwest Petroleum University",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faculty of Pharmacy and Pharmaceutical Sciences, University of Alberta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"National Medical Research Council",0,0,10,0,1,0,0,0,0,2,0,3,2,0,7,2,1,0,0,1,0,0,0
"Biotechnology and Biological Sciences Research Council",0,0,1,1,2,0,0,0,0,0,0,2,2,0,4,1,0,0,4,0,0,0,1
"Ipsen Fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Kaohsiung Medical University",0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0
"Health Systems Research Institute",5,0,26,0,4,1,6,0,0,2,3,12,1,0,72,7,7,0,10,0,0,0,4
"International Development Research Centre",3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1
"Osaka University",0,0,3,0,0,0,0,0,0,4,1,1,2,0,2,0,0,0,0,2,0,0,0
