grant_name,AGRI,ARTS,BIOC,CENG,CHEM,COMP,DENT,EART,ENER,ENGI,ENVI,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE,cluster
Fonds Wetenschappelijk Onderzoek,0,0,1,0,0,0,0,2,0,0,1,1,0,3,5,1,1,0,0,39,0,1,1,-1
Universiteit Gent,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12
Universiteit Utrecht,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
University of Adelaide,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Otsuka Pharmaceutical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Santen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
King Mongkut's Institute of Technology Ladkrabang,12,0,8,4,4,3,0,0,1,6,4,1,3,2,3,2,0,0,0,4,0,0,0,-1
Thammasat University,3,0,9,4,14,7,3,1,7,15,7,3,17,4,9,6,0,0,4,4,0,6,0,18
National Center for Genetic Engineering and Biotechnology,7,0,11,0,1,0,0,0,0,0,1,8,1,1,5,0,0,0,0,1,0,0,1,-1
"Faculty of Medicine, Chulalongkorn University",41,12,76,16,57,27,11,18,11,47,37,37,25,7,161,59,16,10,30,21,4,24,16,18
Department of Science and Technology,1,0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
"Department of Science and Technology, Government of Kerala",0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,4,0,1,1,0,0,0,-1
A.G. Leventis Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6
Academy of Finland,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,37,0,0,0,-1
Bundesministerium für Bildung und Frauen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6
"Bundesministerium für Wissenschaft, Forschung und Wirtschaft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6
Benemérita Universidad Autónoma de Puebla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,38,0,0,0,4
Federaal Wetenschapsbeleid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,6
China Earthquake Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6
Consejo Nacional de Ciencia y Tecnología,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,39,0,0,0,-1
"Department of Atomic Energy, Government of India",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,0,0,0,6
"Department of Science and Technology, Government of Rajasthan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,6
European Research Council,1,0,4,0,0,0,0,2,0,0,0,6,0,0,4,1,1,0,0,29,0,0,0,-1
Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6
Fundació Catalana de Trasplantament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6
European Regional Development Fund,2,0,5,0,0,0,0,0,0,1,1,4,1,0,2,0,2,0,2,37,0,0,1,-1
Federación Española de Enfermedades Raras,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6
Fundacja na rzecz Nauki Polskiej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6
Fonds De La Recherche Scientifique - FNRS,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37,0,0,0,6
Fonds pour la Formation à la Recherche dans l’Industrie et dans l’Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6
Austrian Science Fund,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,35,0,0,0,-1
General Secretariat for Research and Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,6
Helmholtz Association,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6
Agentschap voor Innovatie door Wetenschap en Technologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6
Horizon 2020,0,0,4,1,4,1,0,0,0,0,0,0,0,0,4,0,2,0,0,13,0,0,0,-1
Instituto Nazionale di Fisica Nucleare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,6
Institute for Research in Fundamental Sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,6
Joint Institute for Nuclear Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,6
"Ministry of Business, Innovation and Employment",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,6
State Key Laboratory of Materials- Oriented Chemical Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Ministry of Education and Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6
Ministerstwo Nauki i Szkolnictwa Wyższego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,6
Ministry of Science ICT and Future Planning,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0,0,-1
Magyar Tudományos Akadémia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6
"Ministerstvo Školství, Mládeže a Tělovýchovy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,6
National Academy of Sciences of Ukraine,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,6
Narodowym Centrum Nauki,0,0,0,0,0,5,0,1,0,1,0,0,0,4,0,4,0,0,0,3,0,0,0,-1
National Science Council,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,-1
National Stroke Foundation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0,0,0,6
Pakistan Atomic Energy Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6
Russian Foundation for Basic Research,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,-1
State Atomic Energy Corporation ROSATOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6
Research Promotion Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6
"Secretaría de Estado de Investigación, Desarrollo e Innovación",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,6
"Secretaría de Educación Superior, Ciencia, Tecnología e Innovación",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6
State Fund for Fundamental Research of Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6
Science and Technology Facilities Council,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,38,0,0,0,-1
Türkiye Bilimsel ve Teknolojik Araştirma Kurumu,0,0,1,0,4,0,0,0,0,0,2,1,1,0,1,0,0,0,0,18,0,0,0,-1
Univerza v Mariboru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6
"Ministry of Education, Culture, Sports, Science and Technology",6,0,12,4,10,4,4,0,1,8,10,4,9,0,13,0,1,0,2,8,0,2,1,18
"Ministry of Education, Youth and Science",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,-1
Országos Tudományos Kutatási Alapprogramok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6
"Faculty of Medicine, Prince of Songkla University",2,0,5,0,1,1,0,0,0,0,0,3,0,6,15,1,0,0,3,1,0,1,0,-1
Deutsche Forschungsgemeinschaft,5,0,8,2,3,0,0,0,0,1,1,3,4,2,7,2,1,0,0,17,0,0,0,-1
Khon Kaen University,19,0,9,5,10,6,3,0,0,11,19,4,15,0,23,4,0,0,7,9,1,1,0,-1
Tianjin Science and Technology Committee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
National Institute for Health Research,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0,-1
Belgorod National Research University,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,-1
Korea Forest Service,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
Thailand Science Park,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,0,-1
Ministerio de Economía y Competitividad,2,0,2,1,1,0,0,0,0,0,1,7,0,1,0,0,2,0,0,1,0,1,0,-1
SCG Chemicals,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,9
Mahasarakham University,5,0,4,1,4,5,0,1,0,3,1,0,7,1,1,0,0,0,1,3,0,0,2,-1
"Ministry of Higher Education, Malaysia",6,0,1,1,6,3,0,1,3,1,2,2,6,0,2,0,1,0,2,2,0,1,1,-1
Universiti Putra Malaysia,3,0,2,3,6,0,0,0,0,0,2,2,1,0,1,1,0,0,2,0,0,0,1,-1
National Metal and Materials Technology Center,0,0,1,1,5,1,1,0,6,6,4,0,10,5,0,0,2,0,0,2,0,0,0,-1
Karl-Franzens-Universität Graz,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Sveriges Lantbruksuniversitet,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12
Japan Science and Technology Agency,5,0,6,7,14,2,0,1,6,24,8,2,26,0,1,0,0,0,0,7,0,0,0,-1
Science and Technology Research Partnership for Sustainable Development,2,0,1,0,0,0,0,0,0,25,9,5,0,0,0,1,0,0,0,0,0,0,0,-1
Natural Environment Research Council,1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,-1
Leverhulme Trust,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
Centre National de la Recherche Scientifique,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,-1
"Canada Excellence Research Chairs, Government of Canada",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
Physicians' Services Incorporated Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5
Silpakorn University,1,0,3,2,2,0,0,0,4,11,3,1,6,2,0,0,0,0,3,5,0,0,0,-1
Japan Science Society,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
University of Tokyo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,-1
Burapha University,1,1,6,1,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2,1,3,-1
"Faculty of Science, Mahidol University",2,0,18,3,16,2,0,1,0,6,2,8,5,2,12,5,0,0,5,0,0,0,0,-1
Københavns Universitet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
University Grants Commission,2,0,0,0,4,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,-1
"Medical Engineering Centre, King’s College London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Crown Property Bureau,1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,3,0,0,0,0,0,0,-1
Department for International Development,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,14
"Centre of Excellence in Plant Energy Biology, Australian Research Council",2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,0,-1
Ministère de la Santé,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-1
Kyoto University,1,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
International Spinal Research Trust,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Council of Scientific and Industrial Research,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,-1
Narodowe Centrum Nauki,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,3,1,2,0,-1
Ministry for Business Innovation and Employment,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6
SFU Community Trust Endowment Fund,1,0,2,1,0,0,0,0,1,0,4,0,0,0,3,3,0,0,0,0,0,0,1,-1
"Faculty of Veterinary Medicine, Cairo University",1,0,4,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,-1
Starmed,1,0,1,0,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,19
"Higher Education Commission, Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Walailak University,4,0,3,4,11,4,0,0,0,3,2,0,3,3,0,5,1,2,4,2,0,0,2,-1
Meijo University,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nanyang Technological University,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
Universidad Autónoma de San Luis Potosí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
"Department of Science and Technology, Government of West Bengal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6
Isfahan University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
"Ministry of Education, Science and Technology",2,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-1
"Ministry of Science, ICT and Future Planning",0,0,0,0,2,0,0,0,1,1,0,0,6,0,1,0,0,0,0,18,0,0,0,-1
Danish e-Infrastructure Cooperation,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
King Mongkut's University of Technology North Bangkok,3,0,6,5,6,11,0,6,0,7,3,0,5,2,0,1,0,0,1,5,0,0,0,-1
"Department of Agriculture, Australian Government",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Universiti Malaysia Pahang,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17
Agricultural Research Development Agency,29,0,10,2,5,2,0,1,1,1,1,9,5,0,11,4,0,2,5,3,0,2,13,-1
Grantová Agentura České Republiky,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-1
Ministerstvo Zemědělství,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Royal Society,5,0,1,0,0,0,4,0,0,0,3,1,0,0,4,5,1,0,0,3,0,1,1,-1
Secretaria Nacional de Ciencia y Tecnología,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Srinakharinwirot University,2,0,1,2,7,0,0,1,1,5,2,0,2,1,0,0,0,0,0,1,0,0,1,-1
Commissariat à l'Énergie Atomique et aux Énergies Alternatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6
Helmholtz-Gemeinschaft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6
Instituto Politécnico de Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Ministério da Educação,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14
"Ministry of Education, Ethiopia",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14
Foundation for Promotion of Material Science and Technology of Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Norsk Sykepleierforbund,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,-1
Russian Academy of Sciences,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6
Thai Health Promotion Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0,-1
Lundbeckfonden,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Rangsit University,0,0,1,0,1,0,2,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,-1
Ministry of Science and Technology,3,0,2,6,4,0,0,0,0,1,2,1,4,0,4,0,0,1,0,1,0,0,0,-1
University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Natural Sciences and Engineering Research Council of Canada,3,0,0,2,1,0,0,0,4,5,1,0,4,1,0,0,0,0,0,0,0,1,0,-1
National Health and Medical Research Council,1,0,8,0,0,0,0,0,0,0,0,4,0,0,44,1,5,1,7,0,3,0,1,-1
Carbon Trust,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kempestiftelserna,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Knut och Alice Wallenbergs Stiftelse,5,0,3,1,3,2,0,0,0,4,4,0,5,5,0,1,0,0,0,4,0,0,0,-1
Svenska Forskningsrådet Formas,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
VINNOVA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AllerGen,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
"Departamento de Ingeniería Mecánica, Universidad de Chile",0,0,0,2,1,1,0,1,2,2,1,0,2,0,0,0,0,0,0,2,0,0,0,-1
"Lunds Tekniska Högskola, Lunds universitet",0,0,0,2,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,-1
Vedecká Grantová Agentúra MŠVVaŠ SR a SAV,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,-1
Nanjing University of Information Science and Technology,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9
Ministry of Higher Education,3,0,1,1,0,0,0,0,3,1,6,4,1,0,1,0,0,0,0,2,0,0,0,-1
Chinese Medical Association,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
Department of Education of Liaoning Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
King Mongkut's University of Technology Thonburi,0,0,7,3,9,7,0,5,4,11,14,0,7,0,2,1,0,0,0,5,0,1,0,-1
"Faculty of Public Health, Mahidol University",0,0,4,2,16,2,0,0,3,2,0,1,3,0,3,0,0,0,3,1,0,0,0,-1
Natural Science Foundation of Hubei Province,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
Canadian Association of Thoracic Surgeons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Bundesministerium für Bildung und Forschung,2,0,2,0,2,2,0,0,0,0,1,2,2,1,2,0,0,0,0,16,0,0,0,-1
Eesti Teadusagentuur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1
Eidgenössische Technische Hochschule Zürich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,-1
Fundação para a Ciência e a Tecnologia,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,18,0,0,0,-1
Hrvatska Zaklada za Znanost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Lietuvos Moksl Akademija,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1
Ministry of Education and Science of the Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Ministry of Science and Technology of the People's Republic of China,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,16,0,0,0,-1
"Ministarstvo Znanosti, Obrazovanja i Sporta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Opetus- ja Kulttuuriministeriö,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Paul Scherrer Institut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Science Foundation Ireland,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0,-1
Universiti Malaya,2,0,3,0,4,0,0,0,0,0,1,0,4,0,0,1,0,0,0,19,0,0,0,-1
Utbildningsdepartementet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Gonville and Caius College, University of Cambridge",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
John Innes Foundation,2,0,4,2,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1
Griffith University,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Queensland University of Technology,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Commission on Higher Education,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
European Southern Observatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Korea Astronomy and Space Science Institute,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
National Institutes of Natural Sciences,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
"Instytut Farmakologii, Polskiej Akademii Nauk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
Economic and Social Research Council,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,2,1,0,-1
University of Bristol,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
National Research Foundation Singapore,1,1,7,0,1,2,0,8,0,1,2,3,0,2,1,1,0,0,0,2,0,1,0,-1
Ministry of Education - Singapore,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12
International Centre for Genetic Engineering and Biotechnology,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Polska Akademia Nauk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
"Department of Education, Employment and Workplace Relations, Australian Government",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Jichi Medical University,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Cosmetology Research Foundation,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
Uppsala Universitet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
Construction Industry Research Institute of Malaysia,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
Kasetsart University Research and Development Institute,15,0,3,3,3,0,0,5,0,6,10,6,6,0,7,0,0,0,2,7,0,2,4,-1
Chongqing Youth Science and Technology Talent Training Project,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Agence Nationale de la Recherche,6,0,0,0,0,0,0,1,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,-1
Toagosei,1,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1
Nederlands Instituut voor Onderzoek van de Gezondheidszorg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Center of Innovation Program,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
Ministry of Internal Affairs and Communications,0,0,0,0,0,3,0,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0,0,19
Jawaharlal Institute Of Postgraduate Medical Education and Research,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Vrije Universiteit Amsterdam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Energy Research Institute, Nanyang Technological University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
Economic and Social Research Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
ASELSAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
Chulabhorn Research Institute,0,0,8,2,3,0,0,0,0,0,16,5,2,0,1,0,0,0,0,1,0,0,0,-1
Engineering and Physical Sciences Research Council,2,0,1,0,2,1,0,1,1,2,3,0,5,3,0,1,0,0,1,1,0,0,0,-1
Energimyndigheten,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Kao Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Research Council of Science and Technology,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Royal Golden Jubilee (RGJ) Ph.D. Programme,24,0,24,7,19,1,0,3,8,6,8,17,18,1,9,9,2,1,8,6,0,2,9,18
International AIDS Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0,-1
Kyungpook National University,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,-1
LEO Pharma Research Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Novo Nordisk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Department of Health & Social Care,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,-1
National Center of Neurology and Psychiatry,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
